record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_00279,Sorghum (Jowar),3,30,60,6.92,0.44,0.12,113.4,4.6,151.9,18.5,0.91,2.58,Black soil,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00280,Sorghum (Jowar),1,0,15,8.2,2.77,0.55,186.1,9.0,227.9,24.5,0.36,5.48,Clay loam,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00281,Sorghum (Jowar),2,15,30,8.41,0.56,0.66,372.4,8.7,335.6,8.0,1.05,2.58,Clay loam,Medium,Low,Medium,32.0,20.8,16.0,52.0,45.2,26.7,0.0,0.0,0.0,Phosphorus,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00282,Sorghum (Jowar),3,30,60,7.65,1.34,0.42,217.0,6.2,119.1,23.2,1.58,3.32,Clay loam,Low,Low,Low,40.0,20.8,20.0,69.3,45.2,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00283,Sorghum (Jowar),1,0,15,5.96,0.52,0.84,295.8,24.0,374.8,10.9,1.23,4.86,Sandy loam,Medium,Medium,High,28.8,16.0,0.0,62.6,0.0,0.0,100.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00284,Sorghum (Jowar),2,15,30,7.48,2.08,0.32,443.0,5.3,296.2,28.5,0.53,8.27,Sandy loam,Medium,Low,Medium,32.0,20.8,16.0,52.0,45.2,32.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00285,Sorghum (Jowar),3,30,60,6.12,1.22,0.38,256.0,19.7,88.1,14.8,0.59,8.56,Sandy loam,Low,Medium,Low,40.0,16.0,20.0,87.0,0.0,33.3,100.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00286,Sorghum (Jowar),1,0,15,7.24,2.74,1.09,587.0,11.5,399.9,19.9,0.78,8.99,Sandy loam,High,Medium,High,9.6,16.0,0.0,7.2,34.8,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00287,Sorghum (Jowar),2,15,30,8.02,2.68,0.66,96.3,6.6,138.3,5.1,0.3,10.0,Sandy loam,Low,Low,Low,40.0,20.8,20.0,69.3,45.2,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00288,Sorghum (Jowar),3,30,60,7.17,1.83,0.31,163.9,17.7,59.8,19.0,1.19,5.14,Sandy loam,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,33.3,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00289,Sorghum (Jowar),1,0,15,5.76,2.59,1.08,197.7,19.7,301.1,25.4,1.24,8.61,Clay loam,Low,Medium,Medium,36.8,16.0,16.0,80.0,0.0,32.0,100.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00290,Sorghum (Jowar),2,15,30,6.52,1.34,0.79,179.5,12.2,317.1,7.2,1.18,3.02,Clay loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00291,Sorghum (Jowar),3,30,60,7.7,1.91,0.16,63.2,5.9,47.0,17.9,0.75,7.41,Clay loam,Low,Low,Low,40.0,20.8,20.0,69.3,45.2,33.3,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00292,Sorghum (Jowar),1,0,15,6.36,1.17,0.86,556.7,36.8,132.5,29.2,0.74,6.58,Red soil,Medium,High,Low,28.8,0.0,20.0,62.6,0.0,33.3,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00293,Sorghum (Jowar),2,15,30,7.23,0.88,0.81,325.3,20.1,205.4,5.6,1.57,4.09,Red soil,Medium,Medium,Medium,28.8,16.0,16.0,48.9,34.8,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00294,Sorghum (Jowar),3,30,60,6.02,2.21,0.5,228.5,5.4,178.3,4.1,1.57,2.62,Red soil,Low,Low,Medium,40.0,20.8,16.0,87.0,0.0,32.0,130.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00295,Sorghum (Jowar),1,0,15,7.06,1.2,0.29,585.6,42.0,289.0,29.6,1.39,6.48,Sandy loam,High,High,Medium,12.8,0.0,16.0,27.8,0.0,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00296,Sorghum (Jowar),2,15,30,6.56,1.28,0.63,191.7,7.0,168.2,18.1,1.64,4.2,Sandy loam,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00297,Sorghum (Jowar),3,30,60,8.15,2.75,0.53,77.2,12.8,95.8,27.7,0.72,7.75,Sandy loam,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00298,Sorghum (Jowar),1,0,15,6.72,0.96,0.9,489.8,16.2,222.6,31.2,1.8,9.87,Sandy loam,Medium,Medium,Medium,28.8,16.0,16.0,48.9,34.8,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00299,Sorghum (Jowar),2,15,30,7.92,1.62,0.68,146.5,33.9,74.0,19.2,1.22,9.09,Sandy loam,Low,High,Low,40.0,0.0,20.0,87.0,0.0,33.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00300,Sorghum (Jowar),3,30,60,5.53,1.07,0.44,154.1,18.5,100.4,9.7,1.77,6.49,Sandy loam,Low,Medium,Low,40.0,16.0,20.0,87.0,0.0,33.3,100.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00301,Sorghum (Jowar),1,0,15,8.71,0.57,0.42,142.0,15.7,394.4,15.6,1.63,6.86,Sandy loam,Low,Medium,High,40.0,16.0,0.0,73.3,34.8,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00302,Sorghum (Jowar),2,15,30,7.97,1.71,0.47,329.0,16.9,227.3,5.7,1.26,3.74,Sandy loam,Medium,Medium,Medium,32.0,16.0,16.0,55.9,34.8,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00303,Sorghum (Jowar),3,30,60,6.46,2.41,0.51,158.2,20.5,103.7,16.7,0.57,11.46,Sandy loam,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00304,Sorghum (Jowar),1,0,15,8.07,1.72,0.3,202.2,25.6,236.3,19.0,1.74,4.47,Loam,Low,High,Medium,40.0,0.0,16.0,87.0,0.0,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00305,Sorghum (Jowar),2,15,30,6.52,0.89,0.2,149.1,26.1,290.6,23.5,0.26,10.44,Loam,Low,High,Medium,40.0,0.0,16.0,87.0,0.0,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00306,Sorghum (Jowar),3,30,60,6.58,0.44,0.19,148.9,13.8,166.9,11.3,1.79,2.8,Loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00307,Sorghum (Jowar),1,0,15,8.32,1.65,0.67,167.4,10.3,375.8,7.4,0.3,9.92,Black soil,Low,Medium,High,40.0,16.0,0.0,73.3,34.8,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00308,Sorghum (Jowar),2,15,30,6.23,0.72,0.4,347.4,34.0,90.2,20.4,1.67,3.21,Black soil,Medium,High,Low,32.0,0.0,20.0,69.6,0.0,33.3,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00309,Sorghum (Jowar),3,30,60,8.79,0.71,0.38,262.3,4.9,197.5,26.6,0.4,11.45,Black soil,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00310,Sorghum (Jowar),1,0,15,6.05,1.69,0.93,317.5,7.2,336.0,8.8,0.54,4.28,Sandy loam,Medium,Low,Medium,28.8,20.8,16.0,62.6,0.0,26.7,130.0,0.0,0.0,Phosphorus,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00311,Sorghum (Jowar),2,15,30,6.42,2.5,0.14,322.2,12.2,147.2,15.5,1.08,3.08,Sandy loam,Medium,Medium,Medium,32.0,16.0,16.0,55.9,34.8,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00312,Sorghum (Jowar),3,30,60,6.42,0.56,0.17,281.2,14.0,158.5,26.5,1.47,11.9,Sandy loam,Medium,Medium,Medium,32.0,16.0,16.0,55.9,34.8,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00313,Sorghum (Jowar),1,0,15,6.69,1.62,0.61,576.3,27.1,229.8,9.0,0.71,4.58,Red soil,High,High,Medium,12.8,0.0,16.0,27.8,0.0,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00314,Sorghum (Jowar),2,15,30,8.46,2.22,0.15,461.8,21.2,274.5,32.0,1.76,3.45,Red soil,Medium,Medium,Medium,32.0,16.0,16.0,55.9,34.8,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00315,Sorghum (Jowar),3,30,60,7.67,0.89,0.46,289.3,4.2,224.4,10.1,1.55,10.08,Red soil,Medium,Low,Medium,32.0,20.8,16.0,52.0,45.2,26.7,0.0,0.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00316,Sorghum (Jowar),1,0,15,8.59,2.78,0.32,238.3,19.4,355.7,14.0,1.15,9.18,Clay loam,Low,Medium,High,40.0,16.0,0.0,73.3,34.8,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00317,Sorghum (Jowar),2,15,30,6.66,1.68,0.21,445.6,30.9,286.3,31.2,1.07,4.17,Clay loam,Medium,High,Medium,32.0,0.0,16.0,69.6,0.0,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00318,Sorghum (Jowar),3,30,60,5.63,0.35,0.36,65.0,13.0,104.7,21.2,1.49,5.74,Clay loam,Low,Medium,Low,40.0,16.0,20.0,87.0,0.0,33.3,100.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00319,Sorghum (Jowar),1,0,15,8.53,2.4,0.46,131.0,30.6,420.2,25.7,1.55,10.68,Loam,Low,High,High,40.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00320,Sorghum (Jowar),2,15,30,8.67,1.17,0.78,238.3,7.7,149.0,7.8,0.45,11.51,Loam,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00321,Sorghum (Jowar),3,30,60,8.11,2.7,0.38,103.6,23.3,169.8,30.0,1.46,4.62,Loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00322,Sorghum (Jowar),1,0,15,8.19,1.18,0.85,267.3,13.5,90.6,23.7,1.12,10.58,Alluvial,Low,Medium,Low,36.8,16.0,20.0,66.3,34.8,33.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00323,Sorghum (Jowar),2,15,30,8.04,1.68,0.24,209.3,30.0,232.6,21.9,0.37,7.21,Alluvial,Low,High,Medium,40.0,0.0,16.0,87.0,0.0,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00324,Sorghum (Jowar),3,30,60,6.59,0.4,0.24,139.9,16.4,218.4,27.0,1.27,9.43,Alluvial,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00325,Sorghum (Jowar),1,0,15,6.97,0.89,0.39,153.9,16.8,128.9,4.0,0.82,9.46,Clay loam,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00326,Sorghum (Jowar),2,15,30,8.7,2.5,0.46,232.0,21.7,94.9,17.4,1.58,8.68,Clay loam,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00327,Sorghum (Jowar),3,30,60,7.77,0.62,0.11,271.4,9.2,102.4,30.6,0.32,4.12,Clay loam,Low,Low,Low,40.0,20.8,20.0,69.3,45.2,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00328,Sorghum (Jowar),1,0,15,6.03,0.4,1.04,609.0,20.2,444.7,29.0,1.33,6.6,Black soil,High,Medium,High,9.6,16.0,0.0,20.9,0.0,0.0,100.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00329,Sorghum (Jowar),2,15,30,7.66,1.78,0.42,110.1,14.9,330.6,15.5,1.09,11.29,Black soil,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00330,Sorghum (Jowar),3,30,60,7.28,1.92,0.22,84.0,11.3,143.9,17.7,0.29,2.54,Black soil,Low,Medium,Low,40.0,16.0,20.0,73.3,34.8,33.3,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00331,Sorghum (Jowar),1,0,15,6.47,1.92,0.72,219.8,7.1,151.5,12.2,0.33,10.52,Sandy loam,Low,Low,Medium,40.0,20.8,16.0,69.3,45.2,26.7,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00332,Sorghum (Jowar),2,15,30,6.52,1.23,0.46,337.9,7.4,214.4,9.2,1.62,6.01,Sandy loam,Medium,Low,Medium,32.0,20.8,16.0,52.0,45.2,26.7,0.0,0.0,0.0,Phosphorus,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00333,Sorghum (Jowar),3,30,60,6.97,0.88,0.3,116.6,8.6,56.1,25.1,1.27,3.31,Sandy loam,Low,Low,Low,40.0,20.8,20.0,69.3,45.2,33.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00334,Sorghum (Jowar),1,0,15,8.17,1.28,0.87,233.8,8.6,229.4,18.6,1.75,9.03,Clay loam,Low,Low,Medium,36.8,20.8,16.0,62.4,45.2,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00335,Sorghum (Jowar),2,15,30,8.59,1.69,0.28,202.1,16.9,298.1,5.0,1.11,7.41,Clay loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00336,Sorghum (Jowar),3,30,60,7.39,2.76,0.15,297.3,12.4,215.8,8.7,0.54,4.33,Clay loam,Medium,Medium,Medium,32.0,16.0,16.0,55.9,34.8,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00337,Sorghum (Jowar),1,0,15,6.9,2.77,0.56,618.6,32.3,390.3,11.2,1.66,11.18,Sandy loam,High,High,High,12.8,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00338,Sorghum (Jowar),2,15,30,5.72,1.21,0.4,212.3,13.2,191.2,28.5,1.46,8.42,Sandy loam,Low,Medium,Medium,40.0,16.0,16.0,87.0,0.0,26.7,100.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00339,Sorghum (Jowar),3,30,60,7.22,1.29,0.27,97.0,15.3,181.5,30.3,1.68,7.85,Sandy loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00340,Sorghum (Jowar),1,0,15,8.09,2.46,0.99,558.9,17.1,325.7,20.0,0.96,4.14,Sandy loam,Medium,Medium,Medium,28.8,16.0,16.0,48.9,34.8,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00341,Sorghum (Jowar),2,15,30,6.83,1.81,0.6,240.6,17.0,304.8,23.3,0.28,7.01,Sandy loam,Low,Medium,Medium,40.0,16.0,16.0,73.3,34.8,26.7,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
